source_unique_id,target_unique_id,source_id,target_id,relation_class,year
1960_8829d059e11ffab6857a2d59c55d423c,1960_3db3111bb4e114632c38ee279401a826,T161,T158,Support,1960
1960_375f391836f1d52e243bd4839f37bd18,1960_9bbd91cc364cbaf990f7215bcac40a25,T139,T2,Support,1960
1960_055ebc8d0868ec120299eacc27bc33e4,1960_9bbd91cc364cbaf990f7215bcac40a25,T140,T2,Support,1960
1960_572bade7892698d4a4e8e3d6fde9478f,1960_a3511ebaad06eeb1fa20456192293ea3,T155,T3,Support,1960
1960_48ebedb047a47c909aa0f3f7f4ccddaf,1960_983fd0f1a7822990a3cb7c68e4c42def,T1,T156,Support,1960
1960_a3511ebaad06eeb1fa20456192293ea3,1960_983fd0f1a7822990a3cb7c68e4c42def,T3,T156,Support,1960
1960_57a95db0d14af88baac464f7d2831a51,1960_3db3111bb4e114632c38ee279401a826,T151,T158,Support,1960
1960_983fd0f1a7822990a3cb7c68e4c42def,1960_3db3111bb4e114632c38ee279401a826,T156,T158,Support,1960
1960_46777bbd304ed6a7fad9db5b89040f18,1960_77c89252e3ea3bd6487ba7e1f9da501a,T3,T2,Support,1960
1960_a75a311ac696e75695d6d05bc576e6a0,1960_77c89252e3ea3bd6487ba7e1f9da501a,T4,T2,Support,1960
1960_77c89252e3ea3bd6487ba7e1f9da501a,1960_21743228ff40adf163ab0217bbb9dcfc,T2,T9,Support,1960
1960_44ab243d101f52b88f0efd4b618c390b,1960_21743228ff40adf163ab0217bbb9dcfc,T1,T9,Support,1960
1960_53a032332bf915a66234f493c5860f6f,1960_21743228ff40adf163ab0217bbb9dcfc,T5,T9,Support,1960
1960_adbd67a6c814806b984484816433a1c3,1960_21743228ff40adf163ab0217bbb9dcfc,T6,T9,Support,1960
1960_d7ed75a5594abe0cdf2068145e5253af,1960_21743228ff40adf163ab0217bbb9dcfc,T7,T9,Support,1960
1960_6973e2e8e62cf4daa3a84a0c6bd429ab,1960_21743228ff40adf163ab0217bbb9dcfc,T8,T9,Support,1960
1960_73538bbc811e543a1938214aa9f035c2,1960_d1aea39f26f65825b936c2a2796474eb,T14,T13,Equivalent,1960
1960_52c14fce7776e0f9fa0172c701b3fcbc,1960_ed8ab265092bfaebcc6c7c8f4175893d,T15,T16,Support,1960
1960_0d26e82bbc9223155046e11148b3b812,1960_68b8c9282a08b134121d7ed121b39376,T23,T24,Support,1960
1960_d68fa46f485040139412225af2f288ce,1960_640325bee64255b128ac1a79b2a4a200,T22,T25,Support,1960
1960_d68fa46f485040139412225af2f288ce,1960_68b8c9282a08b134121d7ed121b39376,T22,T24,Support,1960
1960_514808485ccf0ce3579df7b6f08377b4,1960_e13d55e03d5cd142348a517c5a07cab1,T18,T17,Support,1960
1960_e13d55e03d5cd142348a517c5a07cab1,1960_b79e96f3a36dc079ae00f92c4502b2ce,T17,T19,Equivalent,1960
1960_c8b34e347d1d80e23138074f7eb26924,1960_fecafcbc08435f31ea07fa3d3d9fdeae,T10,T27,Support,1960
1960_ed8ab265092bfaebcc6c7c8f4175893d,1960_73538bbc811e543a1938214aa9f035c2,T16,T14,Support,1960
1960_d1aea39f26f65825b936c2a2796474eb,1960_562474e51da28046c57c5cf30bb98684,T13,T11,Attack,1960
1960_d4c92652cce579d209c1e9fc1188cfba,1960_fecafcbc08435f31ea07fa3d3d9fdeae,T26,T27,Attack,1960
1960_458d307dbae878db2c6c01b51537d3af,1960_fecafcbc08435f31ea07fa3d3d9fdeae,T12,T27,Support,1960
1960_4a42b6ed3a491708bb8c9cede3f6368f,1960_458d307dbae878db2c6c01b51537d3af,T28,T12,Support,1960
1960_a2e69c68fbf4c98a584affd5db2de779,1960_68b8c9282a08b134121d7ed121b39376,T21,T24,Equivalent,1960
1960_4ffc23c3d880a85936358075f58fc101,1960_68b8c9282a08b134121d7ed121b39376,T20,T24,Support,1960
1960_e13d55e03d5cd142348a517c5a07cab1,1960_21743228ff40adf163ab0217bbb9dcfc,T17,T9,Support,1960
1960_bc4730207f7d02d095a8ea97ce9d912d,1960_a2f288f2947ed64ba96a985aeacc030a,T27,T28,Support,1960
1960_a2f288f2947ed64ba96a985aeacc030a,1960_7abecfd0d5dea38d89331dbf957708da,T28,T29,Support,1960
1960_4bcb33260e826859de89ca7705df6f48,1960_9220fc2cd7f8d5db10a8058d26329441,T32,T30,Support,1960
1960_92093b59d6ceec9d210ae99a70e3053f,1960_9220fc2cd7f8d5db10a8058d26329441,T31,T30,Equivalent,1960
1960_4bcb33260e826859de89ca7705df6f48,1960_abb20eeb43f5fdaff85c5e10befe39db,T32,T33,Attack,1960
1960_e5b7e2fb8e71cfd6ac064b50927b266a,1960_5b3dde0942bce60ca20f5d21709c2123,T40,T41,Support,1960
1960_e295cfd5d77638dcdfe718d219f0ca2f,1960_5b3dde0942bce60ca20f5d21709c2123,T39,T41,Support,1960
1960_c3ecd4ecd15e590485f87b4871f63fb8,1960_133fb963013a9dae31d9b67b278df010,T37,T38,Support,1960
1960_c6c6846b87296fdaa68ba2eb8e08ec59,1960_c3ecd4ecd15e590485f87b4871f63fb8,T35,T37,Support,1960
1960_35e458393ab39718ae6f36b36a94092b,1960_543e3273a4134b64b8e4ba058a398e54,T48,T45,Support,1960
1960_35e458393ab39718ae6f36b36a94092b,1960_4e8a11ce0e5d28e397e7811e38ec7fd4,T48,T46,Support,1960
1960_543e3273a4134b64b8e4ba058a398e54,1960_7d7d008f55cb61601862e855b19853db,T45,T53,Support,1960
1960_4e8a11ce0e5d28e397e7811e38ec7fd4,1960_7d7d008f55cb61601862e855b19853db,T46,T53,Support,1960
1960_094e486ac2a07373ede78dbbab989bbe,1960_35e458393ab39718ae6f36b36a94092b,T51,T48,Attack,1960
1960_094e486ac2a07373ede78dbbab989bbe,1960_47e0366f9b24a37b8cd651da83216036,T51,T56,Support,1960
1960_47e0366f9b24a37b8cd651da83216036,1960_5db65317eba2188ca927ac1d79aa819f,T56,T57,Support,1960
1960_c6c1ae9e713365dd3982a8f7b4ff23fd,1960_47e0366f9b24a37b8cd651da83216036,T58,T56,Support,1960
1960_5db65317eba2188ca927ac1d79aa819f,1960_86dd77de1c976191260e771520e2af3a,T57,T54,Support,1960
1960_86dd77de1c976191260e771520e2af3a,1960_31e9fc86e2e66aa535422c7b9c859738,T54,T55,Support,1960
1960_152b70aad03b4dd2efe8b278b2f12559,1960_86dd77de1c976191260e771520e2af3a,T60,T54,Support,1960
1960_abb20eeb43f5fdaff85c5e10befe39db,1960_0870254d30b61206ce81d3245f0edbaa,T33,T1,Support,1960
1960_9220fc2cd7f8d5db10a8058d26329441,1960_1b5a243406e7d9fdb00dd72dfbfcb014,T30,T4,Equivalent,1960
1960_6de8db65f3dbdc724192697a47c21992,1960_5ad215bc7f02ef9f4f78fa20a4f5283e,T2,T463,Support,1960
1960_e5c86c4bbd89da8e93106b67de909d48,1960_7abecfd0d5dea38d89331dbf957708da,T6,T29,Equivalent,1960
1960_133fb963013a9dae31d9b67b278df010,1960_5b3dde0942bce60ca20f5d21709c2123,T38,T41,Support,1960
1960_5b3dde0942bce60ca20f5d21709c2123,1960_5ad215bc7f02ef9f4f78fa20a4f5283e,T41,T463,Support,1960
1960_5ad215bc7f02ef9f4f78fa20a4f5283e,1960_7b7e208c9c04e0f45f8e3f9586dee403,T463,T42,Attack,1960
1960_69470493ed6da76c574872f246d133cf,1960_5ad215bc7f02ef9f4f78fa20a4f5283e,T5,T463,Support,1960
1960_5ad215bc7f02ef9f4f78fa20a4f5283e,1960_a8297682fe88b02f1c8073f5d63b6797,T463,T3,Support,1960
1960_0870254d30b61206ce81d3245f0edbaa,1960_a8297682fe88b02f1c8073f5d63b6797,T1,T3,Support,1960
1960_652011e01b92201642cd34f983dbd681,1960_7abecfd0d5dea38d89331dbf957708da,T7,T29,Attack,1960
1960_652011e01b92201642cd34f983dbd681,1960_094e486ac2a07373ede78dbbab989bbe,T7,T51,Support,1960
1960_4d2ff439da5c1e329710403bbc4b171e,1960_094e486ac2a07373ede78dbbab989bbe,T464,T51,Support,1960
1960_e49172195dbcf44fc94a00b82adde95e,1960_e5c86c4bbd89da8e93106b67de909d48,T47,T6,Support,1960
1960_7d7d008f55cb61601862e855b19853db,1960_e5c86c4bbd89da8e93106b67de909d48,T53,T6,Equivalent,1960
1960_31e9fc86e2e66aa535422c7b9c859738,1960_1e36b10254f4e3841facd7993bfb9a08,T55,T59,Attack,1960
1960_35f50e368b32e3ff3c459da1f7388e62,1960_2c6e79a762884303dad1e27a0b02df0e,T467,T61,Support,1960
1960_81efebb6fc1dac57e07135ecc3dcf1f0,1960_9bdf99867a8bfa348a2adf12e00b801e,T63,T64,Support,1960
1960_9503a8e07b1db761549673d1ab8deae7,1960_bb7938ec513913ecffa2374021d439ca,T66,T65,Support,1960
1960_c410e4a894f87e42e26b0c72d3f93cb7,1960_bb7938ec513913ecffa2374021d439ca,T67,T65,Support,1960
1960_98b855c07aa226e11866c0485bbc0296,1960_c51c650bafc0a75397d80f1083b808b8,T69,T68,Support,1960
1960_0c7181c7a11e66f9aea94ac72b04dc53,1960_98b855c07aa226e11866c0485bbc0296,T70,T69,Support,1960
1960_bb68c51ac52c25ce9feb74e9f5412e8a,1960_a803a04abd2b1bfba68356ab775a569c,T74,T73,Support,1960
1960_28444b54387d3a41c1816c974b8faceb,1960_a803a04abd2b1bfba68356ab775a569c,T75,T73,Support,1960
1960_31ff40c45f9c77e1a0ad1f7ae7fc136d,1960_10cb06ae21406df26a74d602dc9361a4,T77,T76,Support,1960
1960_10cb06ae21406df26a74d602dc9361a4,1960_f5ae86878dd09211b2b219793c9950fb,T76,T80,Support,1960
1960_fdb621e176a399b5af7853ebd567cece,1960_d06db73d4afe485d3757301686adf157,T92,T93,Support,1960
1960_d06db73d4afe485d3757301686adf157,1960_a803a04abd2b1bfba68356ab775a569c,T93,T73,Attack,1960
1960_105cb0723bd49ef60e5d6d793e816da1,1960_bb68c51ac52c25ce9feb74e9f5412e8a,T86,T74,Attack,1960
1960_447b00d5cc31b621b9224e71f1facf5e,1960_105cb0723bd49ef60e5d6d793e816da1,T87,T86,Support,1960
1960_066a74bc73badb1e1bcc8bedb5066ecd,1960_76ac5dae44cf427dffcf038c25cc8795,T84,T94,Support,1960
1960_4d96ff199ffd59d68f0e537b827369d8,1960_c807dae134b05c62e316db9048047ef3,T96,T97,Support,1960
1960_c807dae134b05c62e316db9048047ef3,1960_0ae3bd93200b7046c3a38a0c392d8967,T97,T95,Support,1960
1960_8a2c812219c546bde0f150211e5d782c,1960_4d96ff199ffd59d68f0e537b827369d8,T98,T96,Support,1960
1960_2581d4354c92894aaf3eb346b2ea3f47,1960_4b9320f04a6126a408172d2e47e14864,T90,T89,Support,1960
1960_43d3d805251698fbc12a80dd10ecc542,1960_4b9320f04a6126a408172d2e47e14864,T91,T89,Support,1960
1960_c5c39ceb50feea40aec0337b802646f0,1960_d06db73d4afe485d3757301686adf157,T88,T93,Support,1960
1960_a4a3ad8260255496dfe2fa1f118f41ec,1960_fdb621e176a399b5af7853ebd567cece,T85,T92,Attack,1960
1960_a4a3ad8260255496dfe2fa1f118f41ec,1960_066a74bc73badb1e1bcc8bedb5066ecd,T85,T84,Attack,1960
1960_a4a3ad8260255496dfe2fa1f118f41ec,1960_4b9320f04a6126a408172d2e47e14864,T85,T89,Support,1960
1960_f7f0412d87fa9afe4b568a41864f76bc,1960_71c9cddcd7017169c7905d8325dcd296,T2,T1,Support,1960
1960_d59623efcc678392743a6b8a94d4a517,1960_2e85affdc5b059c0251ee9f87cc7a3be,T81,T3,Equivalent,1960
1960_bb7938ec513913ecffa2374021d439ca,1960_77b9d74714789b1cbcf452fffec806fd,T65,T71,Support,1960
1960_77b9d74714789b1cbcf452fffec806fd,1960_a803a04abd2b1bfba68356ab775a569c,T71,T73,Attack,1960
1960_bb7938ec513913ecffa2374021d439ca,1960_10cb06ae21406df26a74d602dc9361a4,T65,T76,Attack,1960
1960_bb7938ec513913ecffa2374021d439ca,1960_2e85affdc5b059c0251ee9f87cc7a3be,T65,T3,Support,1960
1960_c51c650bafc0a75397d80f1083b808b8,1960_bb7938ec513913ecffa2374021d439ca,T68,T65,Support,1960
1960_71c9cddcd7017169c7905d8325dcd296,1960_2e85affdc5b059c0251ee9f87cc7a3be,T1,T3,Support,1960
1960_2e85affdc5b059c0251ee9f87cc7a3be,1960_bb7938ec513913ecffa2374021d439ca,T3,T65,Equivalent,1960
1960_9b70cd1ffe360a7bdab55b22de456201,1960_2e85affdc5b059c0251ee9f87cc7a3be,T5,T3,Equivalent,1960
1960_e4127727844cdc0f2ac1520e2706bc97,1960_9b70cd1ffe360a7bdab55b22de456201,T78,T5,Support,1960
1960_179306fbb1069b867e36bbb8c77bd32f,1960_9b70cd1ffe360a7bdab55b22de456201,T79,T5,Support,1960
1960_9b70cd1ffe360a7bdab55b22de456201,1960_f5ae86878dd09211b2b219793c9950fb,T5,T80,Support,1960
